,State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change,Site_keys,LU
4,53,5,2,61104,1,46.21835,-119.204153,WGS84,Wind Direction - Resultant,1 HOUR,,Observed Values,RM Young Ultrasonic Wind Sensor model 85004 - Vector Average Data Logger,2016,Degrees Compass,No Events,8767,100,Y,366,366,0,16,,,Certification not required,0,208.142238,90.125116,360.0,2016-04-19 17:00,360.0,2016-04-30 10:00,360.0,2016-05-02 09:00,360.0,2016-05-04 13:00,,,,,356.0,352.0,339.0,319.0,264.0,224.0,53.0,KENNEWICK - METALINE,5929 W METALINE (Kennewick Skills Center),Washington,Benton,Kennewick,"Kennewick-Richland, WA",2017-02-27,[  46.21835  -119.204153],"{'Residential': 0.28, 'Other urban or built-up land': 0.32, 'Mixed rangeland': 0.4}"
5,53,5,2,62101,1,46.21835,-119.204153,WGS84,Outdoor Temperature,1 HOUR,,Observed Values,INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.,2016,Degrees Fahrenheit,No Events,8776,100,Y,366,366,0,7,,,Certification not required,0,58.478919999999995,16.401501,102.0,2016-07-29 16:00,102.0,2016-07-29 17:00,101.0,2016-06-06 16:00,101.0,2016-06-06 17:00,,,,,95.0,91.0,85.0,80.0,70.0,58.0,37.0,KENNEWICK - METALINE,5929 W METALINE (Kennewick Skills Center),Washington,Benton,Kennewick,"Kennewick-Richland, WA",2017-02-27,[  46.21835  -119.204153],"{'Residential': 0.28, 'Other urban or built-up land': 0.32, 'Mixed rangeland': 0.4}"
6,53,5,2,81102,3,46.21835,-119.204153,WGS84,PM10 Total 0-10um STP,1 HOUR,,Observed Values,INSTRUMENTAL-R&P SA246B-INLET - TEOM-GRAVIMETRIC,2016,Micrograms/cubic meter (25 C),No Events,7941,90,Y,328,366,0,842,,,Certified,0,15.924443,19.605687,484.0,2016-02-28 15:00,467.0,2016-10-14 11:00,385.0,2016-09-29 21:00,341.0,2016-09-29 22:00,,,,,87.0,57.0,38.0,29.0,19.0,12.0,4.0,KENNEWICK - METALINE,5929 W METALINE (Kennewick Skills Center),Washington,Benton,Kennewick,"Kennewick-Richland, WA",2017-02-27,[  46.21835  -119.204153],"{'Residential': 0.28, 'Other urban or built-up land': 0.32, 'Mixed rangeland': 0.4}"
7,53,5,2,81102,3,46.21835,-119.204153,WGS84,PM10 Total 0-10um STP,24-HR BLK AVG,PM10 24-hour 2006,Daily Mean,,2016,Micrograms/cubic meter (25 C),No Events,328,90,Y,328,366,0,0,0.0,0.0,Certified,0,15.463415,11.687778,76.0,2016-09-29 00:00,71.0,2016-08-02 00:00,71.0,2016-08-27 00:00,70.0,2016-08-19 00:00,,,,,70.0,50.0,38.0,28.0,20.0,12.0,5.0,KENNEWICK - METALINE,5929 W METALINE (Kennewick Skills Center),Washington,Benton,Kennewick,"Kennewick-Richland, WA",2017-02-27,[  46.21835  -119.204153],"{'Residential': 0.28, 'Other urban or built-up land': 0.32, 'Mixed rangeland': 0.4}"
8,53,5,2,88502,4,46.21835,-119.204153,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Correlated Radiance Research M903 With Heated Inlet - Nephelometry,2016,Micrograms/cubic meter (LC),No Events,7731,88,Y,322,366,0,1052,,,Certification not required,0,5.635985,3.7981949999999998,47.8,2016-06-30 22:00,31.2,2016-07-31 13:00,31.1,2016-01-06 16:00,30.2,2016-01-06 17:00,,,,,21.2,17.7,12.9,9.9,6.6,4.8,2.2,KENNEWICK - METALINE,5929 W METALINE (Kennewick Skills Center),Washington,Benton,Kennewick,"Kennewick-Richland, WA",2017-02-27,[  46.21835  -119.204153],"{'Residential': 0.28, 'Other urban or built-up land': 0.32, 'Mixed rangeland': 0.4}"
9,53,5,2,88502,4,46.21835,-119.204153,WGS84,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,,Observed Values,,2016,Micrograms/cubic meter (LC),No Events,322,88,N,322,366,0,0,,,Certification not required,0,5.590683,3.298282,25.7,2016-01-06 00:00,19.2,2016-11-05 00:00,19.1,2016-12-18 00:00,18.2,2016-01-08 00:00,,,,,18.2,16.5,11.4,9.2,6.4,4.9,2.7,KENNEWICK - METALINE,5929 W METALINE (Kennewick Skills Center),Washington,Benton,Kennewick,"Kennewick-Richland, WA",2017-02-27,[  46.21835  -119.204153],"{'Residential': 0.28, 'Other urban or built-up land': 0.32, 'Mixed rangeland': 0.4}"
10,53,5,3,44201,1,46.204582,-119.243743,WGS84,Ozone,1 HOUR,Ozone 1-hour Daily 2005,Daily maxima of observed hourly values (between 9:00 AM and 8:00 PM),INSTRUMENTAL - ULTRA VIOLET ABSORPTION,2016,Parts per million,No Events,3180,89,Y,136,153,0,492,0.0,0.0,Certified,0,0.049221,0.010232,0.086,2016-06-07 16:00,0.08,2016-07-29 13:00,0.077,2016-08-16 13:00,0.07400000000000001,2016-08-01 17:00,,,,,0.08,0.077,0.07,0.061,0.055,0.047,0.037000000000000005,Kennewick_S Clodfelter Rd,526 S Clodfelter Rd,Washington,Benton,Kennewick,"Kennewick-Richland, WA",2016-12-13,[  46.204582 -119.243743],"{'Cropland and pasture': 0.65, 'Mixed rangeland': 0.35}"
11,53,5,3,44201,1,46.204582,-119.243743,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,Daily maximum of 8 hour running average of observed hourly values,,2016,Parts per million,No Events,3230,87,Y,133,153,0,0,0.0,0.0,Certified,0,0.044692,0.009295,0.077,2016-06-07 10:00,0.07200000000000001,2016-07-29 10:00,0.068,2016-06-06 10:00,0.068,2016-08-16 10:00,,,,,0.07200000000000001,0.068,0.063,0.055999999999999994,0.05,0.043,0.033,Kennewick_S Clodfelter Rd,526 S Clodfelter Rd,Washington,Benton,Kennewick,"Kennewick-Richland, WA",2016-12-13,[  46.204582 -119.243743],"{'Cropland and pasture': 0.65, 'Mixed rangeland': 0.35}"
12,53,5,3,44201,1,46.204582,-119.243743,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,Daily maximum of 8 hour running average of observed hourly values,,2016,Parts per million,No Events,3230,87,Y,133,153,0,0,1.0,1.0,Certified,0,0.044692,0.009295,0.077,2016-06-07 10:00,0.07200000000000001,2016-07-29 10:00,0.068,2016-06-06 10:00,0.068,2016-08-16 10:00,,,,,0.07200000000000001,0.068,0.063,0.055999999999999994,0.05,0.043,0.033,Kennewick_S Clodfelter Rd,526 S Clodfelter Rd,Washington,Benton,Kennewick,"Kennewick-Richland, WA",2016-12-13,[  46.204582 -119.243743],"{'Cropland and pasture': 0.65, 'Mixed rangeland': 0.35}"
13,53,5,3,44201,1,46.204582,-119.243743,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,Daily maximum of 8-hour running average,,2016,Parts per million,No Events,2301,88,Y,134,153,0,0,2.0,2.0,Certified,0,0.044769,0.009349,0.077,2016-06-07 10:00,0.07200000000000001,2016-07-29 10:00,0.068,2016-06-06 10:00,0.068,2016-08-16 10:00,,,,,0.07200000000000001,0.068,0.063,0.055999999999999994,0.05,0.044000000000000004,0.033,Kennewick_S Clodfelter Rd,526 S Clodfelter Rd,Washington,Benton,Kennewick,"Kennewick-Richland, WA",2016-12-13,[  46.204582 -119.243743],"{'Cropland and pasture': 0.65, 'Mixed rangeland': 0.35}"
0,53,7,7,11203,1,47.838609999999996,-120.023076,WGS84,Light scatter,1 HOUR,,Observed Values,Radiance Research M903 With Heated Inlet - Nephelometry,2016,Beta Scatter,No Events,2799,100,Y,116,117,0,9,,,Certification not required,0,0.079778,0.074753,0.5,2016-12-16 21:00,0.4,2016-11-05 15:00,0.4,2016-11-05 17:00,0.4,2016-11-05 20:00,,,,,0.3,0.3,0.2,0.2,0.1,0.1,0.0,CHELAN - WOODIN AVE,"428 W WOODIN AVE. , CHELAN, WA (CHELAN RANGER STATION)",Washington,Chelan,Chelan,"Wenatchee, WA",2017-02-27,[  47.83861  -120.023076],"{'Commercial and Services': 0.02, 'Residential': 0.59, 'Reservoirs': 0.27, 'Orchards, groves, vineyards, nurseries..': 0.12}"
1,53,7,7,88502,4,47.838609999999996,-120.023076,WGS84,Acceptable PM2.5 AQI & Speciation Mass,1 HOUR,,Observed Values,Correlated Radiance Research M903 With Heated Inlet - Nephelometry,2016,Micrograms/cubic meter (LC),No Events,2799,100,Y,116,117,0,9,,,Certification not required,0,3.5346550000000003,1.8289970000000002,14.5,2016-12-16 21:00,13.0,2016-11-05 21:00,12.1,2016-12-13 17:00,12.1,2016-12-16 20:00,,,,,9.9,8.8,7.2,5.9,4.4,3.1,1.7,CHELAN - WOODIN AVE,"428 W WOODIN AVE. , CHELAN, WA (CHELAN RANGER STATION)",Washington,Chelan,Chelan,"Wenatchee, WA",2017-02-27,[  47.83861  -120.023076],"{'Commercial and Services': 0.02, 'Residential': 0.59, 'Reservoirs': 0.27, 'Orchards, groves, vineyards, nurseries..': 0.12}"
2,53,7,7,88502,4,47.838609999999996,-120.023076,WGS84,Acceptable PM2.5 AQI & Speciation Mass,24-HR BLK AVG,,Observed Values,,2016,Micrograms/cubic meter (LC),No Events,116,99,N,116,117,0,0,,,Certification not required,0,3.4896550000000004,1.459862,8.9,2016-11-05 00:00,8.3,2016-12-19 00:00,6.7,2016-12-16 00:00,6.5,2016-12-18 00:00,,,,,8.3,6.7,6.1,5.4,4.4,3.1,1.8,CHELAN - WOODIN AVE,"428 W WOODIN AVE. , CHELAN, WA (CHELAN RANGER STATION)",Washington,Chelan,Chelan,"Wenatchee, WA",2017-02-27,[  47.83861  -120.023076],"{'Commercial and Services': 0.02, 'Residential': 0.59, 'Reservoirs': 0.27, 'Orchards, groves, vineyards, nurseries..': 0.12}"
