,Parameter Name,Site_keys,LU,ppm
0,Suspended particulate (TSP),[ 39.354839 -74.457651],"{'Commercial and Services': 0.07, 'Residential': 0.61, 'Streams and canals': 0.26, 'Transportation, communications and services': 0.06}",35.827586
1,Suspended particulate (TSP),[ 39.600395 -74.749328],"{'Commercial and Services': 0.28, 'Mixed forest land': 0.72}",35.563635999999995
2,Suspended particulate (TSP),[ 40.858156 -73.962638],"{'Commercial and Services': 0.24, 'Residential': 0.19, 'Streams and canals': 0.02, 'Other urban or built-up land': 0.24, 'Transportation, communications and services': 0.31}",37.84375
3,Suspended particulate (TSP),[ 40.886766 -74.037084],"{'Commercial and Services': 0.8547008547008547, 'Other urban or built-up land': 0.1452991452991453}",46.54717
4,Suspended particulate (TSP),[ 40.923155 -74.095697],"{'Commercial and Services': 0.09090909090909091, 'Residential': 0.9090909090909091}",44.206897
5,Suspended particulate (TSP),[ 41.062875 -74.098754],"{'Residential': 0.7874015748031497, 'Industrial': 0.09448818897637795, 'Cropland and pasture': 0.11811023622047244}",47.634146
6,Suspended particulate (TSP),[ 39.898447 -74.827663],"{'Commercial and Services': 0.02912621359223301, 'Residential': 0.6213592233009708, 'Cropland and pasture': 0.34951456310679613}",46.65625
7,Suspended particulate (TSP),[ 40.116222 -74.640435],"{'Mixed urban or built-up land': 0.2463768115942029, 'Deciduous forest land': 0.028985507246376812, 'Cropland and pasture': 0.7246376811594203}",52.375
8,Suspended particulate (TSP),[ 40.064555 -74.83433 ],"{'Commercial and Services': 0.24812030075187969, 'Cropland and pasture': 0.7518796992481203}",45.5625
9,Suspended particulate (TSP),[ 40.03789  -74.693771],"{'Commercial and Services': 0.13740458015267176, 'Residential': 0.09923664122137404, 'Cropland and pasture': 0.7633587786259542}",48.592593
10,Suspended particulate (TSP),[ 39.682338 -74.855441],"{'Commercial and Services': 0.3, 'Forested wetland': 0.05, 'Deciduous forest land': 0.6, 'Transportation, communications and services': 0.04, 'Mixed forest land': 0.01}",45.074073999999996
